image_path0,image_path1,label,writer_id,signature_id0,signature_id1
full_org/original_1_5.png,full_forg/forgeries_1_8.png,0,1,5,8
full_org/original_1_5.png,full_forg/forgeries_1_9.png,0,1,5,9
full_org/original_1_5.png,full_forg/forgeries_1_10.png,0,1,5,10
full_org/original_1_5.png,full_forg/forgeries_1_11.png,0,1,5,11
full_org/original_1_5.png,full_forg/forgeries_1_12.png,0,1,5,12
full_org/original_1_5.png,full_forg/forgeries_1_13.png,0,1,5,13
full_org/original_1_5.png,full_forg/forgeries_1_14.png,0,1,5,14
full_org/original_1_5.png,full_forg/forgeries_1_15.png,0,1,5,15
full_org/original_1_5.png,full_forg/forgeries_1_16.png,0,1,5,16
full_org/original_1_5.png,full_forg/forgeries_1_17.png,0,1,5,17
full_org/original_1_5.png,full_forg/forgeries_1_18.png,0,1,5,18
full_org/original_1_5.png,full_forg/forgeries_1_19.png,0,1,5,19
full_org/original_1_5.png,full_forg/forgeries_1_20.png,0,1,5,20
full_org/original_1_5.png,full_forg/forgeries_1_21.png,0,1,5,21
full_org/original_1_5.png,full_forg/forgeries_1_22.png,0,1,5,22
full_org/original_1_5.png,full_forg/forgeries_1_23.png,0,1,5,23
full_org/original_1_5.png,full_forg/forgeries_1_24.png,0,1,5,24
full_org/original_1_5.png,full_org/original_1_1.png,1,1,5,1
full_org/original_1_5.png,full_org/original_1_2.png,1,1,5,2
full_org/original_1_5.png,full_org/original_1_3.png,1,1,5,3
full_org/original_1_5.png,full_org/original_1_4.png,1,1,5,4
full_org/original_1_5.png,full_org/original_1_6.png,1,1,5,6
full_org/original_1_5.png,full_org/original_1_7.png,1,1,5,7
full_org/original_1_5.png,full_org/original_1_8.png,1,1,5,8
full_org/original_1_5.png,full_org/original_1_9.png,1,1,5,9
full_org/original_1_5.png,full_org/original_1_10.png,1,1,5,10
full_org/original_1_5.png,full_org/original_1_11.png,1,1,5,11
full_org/original_1_5.png,full_org/original_1_12.png,1,1,5,12
full_org/original_1_5.png,full_org/original_1_13.png,1,1,5,13
full_org/original_1_5.png,full_org/original_1_14.png,1,1,5,14
full_org/original_1_5.png,full_org/original_1_15.png,1,1,5,15
full_org/original_1_5.png,full_org/original_1_16.png,1,1,5,16
full_org/original_1_5.png,full_org/original_1_17.png,1,1,5,17
full_org/original_1_5.png,full_org/original_1_18.png,1,1,5,18
full_org/original_1_5.png,full_org/original_1_19.png,1,1,5,19
full_org/original_1_5.png,full_org/original_1_20.png,1,1,5,20
full_org/original_1_5.png,full_org/original_1_21.png,1,1,5,21
full_org/original_1_5.png,full_org/original_1_22.png,1,1,5,22
full_org/original_1_5.png,full_org/original_1_23.png,1,1,5,23
full_org/original_1_5.png,full_org/original_1_24.png,1,1,5,24
full_org/original_1_6.png,full_forg/forgeries_1_1.png,0,1,6,1
full_org/original_1_6.png,full_forg/forgeries_1_2.png,0,1,6,2
full_org/original_1_6.png,full_forg/forgeries_1_3.png,0,1,6,3
full_org/original_1_6.png,full_forg/forgeries_1_4.png,0,1,6,4
full_org/original_1_6.png,full_forg/forgeries_1_5.png,0,1,6,5
full_org/original_1_6.png,full_forg/forgeries_1_6.png,0,1,6,6
full_org/original_1_6.png,full_forg/forgeries_1_7.png,0,1,6,7
full_org/original_1_6.png,full_forg/forgeries_1_8.png,0,1,6,8
full_org/original_1_6.png,full_forg/forgeries_1_9.png,0,1,6,9
full_org/original_1_6.png,full_forg/forgeries_1_10.png,0,1,6,10
full_org/original_1_6.png,full_forg/forgeries_1_11.png,0,1,6,11
full_org/original_1_6.png,full_forg/forgeries_1_12.png,0,1,6,12
full_org/original_1_6.png,full_forg/forgeries_1_13.png,0,1,6,13
full_org/original_1_6.png,full_forg/forgeries_1_14.png,0,1,6,14
full_org/original_1_6.png,full_forg/forgeries_1_15.png,0,1,6,15
full_org/original_1_6.png,full_forg/forgeries_1_16.png,0,1,6,16
full_org/original_1_6.png,full_forg/forgeries_1_17.png,0,1,6,17
full_org/original_1_6.png,full_forg/forgeries_1_18.png,0,1,6,18
full_org/original_1_6.png,full_forg/forgeries_1_19.png,0,1,6,19
full_org/original_1_6.png,full_forg/forgeries_1_20.png,0,1,6,20
full_org/original_1_6.png,full_forg/forgeries_1_21.png,0,1,6,21
full_org/original_1_6.png,full_forg/forgeries_1_22.png,0,1,6,22
full_org/original_1_6.png,full_forg/forgeries_1_23.png,0,1,6,23
full_org/original_1_6.png,full_forg/forgeries_1_24.png,0,1,6,24
full_org/original_1_6.png,full_org/original_1_1.png,1,1,6,1
full_org/original_1_6.png,full_org/original_1_2.png,1,1,6,2
full_org/original_1_6.png,full_org/original_1_3.png,1,1,6,3
full_org/original_1_6.png,full_org/original_1_4.png,1,1,6,4
full_org/original_1_6.png,full_org/original_1_5.png,1,1,6,5
full_org/original_1_6.png,full_org/original_1_7.png,1,1,6,7
full_org/original_1_6.png,full_org/original_1_8.png,1,1,6,8
full_org/original_1_6.png,full_org/original_1_9.png,1,1,6,9
full_org/original_1_6.png,full_org/original_1_10.png,1,1,6,10
full_org/original_1_6.png,full_org/original_1_11.png,1,1,6,11
full_org/original_1_6.png,full_org/original_1_12.png,1,1,6,12
full_org/original_1_6.png,full_org/original_1_13.png,1,1,6,13
full_org/original_1_6.png,full_org/original_1_14.png,1,1,6,14
full_org/original_1_6.png,full_org/original_1_15.png,1,1,6,15
full_org/original_1_6.png,full_org/original_1_16.png,1,1,6,16
full_org/original_1_6.png,full_org/original_1_17.png,1,1,6,17
full_org/original_1_6.png,full_org/original_1_18.png,1,1,6,18
full_org/original_1_6.png,full_org/original_1_19.png,1,1,6,19
full_org/original_1_6.png,full_org/original_1_20.png,1,1,6,20
full_org/original_1_6.png,full_org/original_1_21.png,1,1,6,21
full_org/original_1_6.png,full_org/original_1_22.png,1,1,6,22
full_org/original_1_6.png,full_org/original_1_23.png,1,1,6,23
full_org/original_1_6.png,full_org/original_1_24.png,1,1,6,24
full_org/original_1_7.png,full_forg/forgeries_1_1.png,0,1,7,1
full_org/original_1_7.png,full_forg/forgeries_1_2.png,0,1,7,2
full_org/original_1_7.png,full_forg/forgeries_1_3.png,0,1,7,3
full_org/original_1_7.png,full_forg/forgeries_1_4.png,0,1,7,4
full_org/original_1_7.png,full_forg/forgeries_1_5.png,0,1,7,5
full_org/original_1_7.png,full_forg/forgeries_1_6.png,0,1,7,6
full_org/original_1_7.png,full_forg/forgeries_1_7.png,0,1,7,7
full_org/original_1_7.png,full_forg/forgeries_1_8.png,0,1,7,8
full_org/original_1_7.png,full_forg/forgeries_1_9.png,0,1,7,9
full_org/original_1_7.png,full_forg/forgeries_1_10.png,0,1,7,10
full_org/original_1_7.png,full_forg/forgeries_1_11.png,0,1,7,11
full_org/original_1_7.png,full_forg/forgeries_1_12.png,0,1,7,12
full_org/original_1_7.png,full_forg/forgeries_1_13.png,0,1,7,13
full_org/original_1_7.png,full_forg/forgeries_1_14.png,0,1,7,14
full_org/original_1_7.png,full_forg/forgeries_1_15.png,0,1,7,15
full_org/original_1_7.png,full_forg/forgeries_1_16.png,0,1,7,16
full_org/original_1_7.png,full_forg/forgeries_1_17.png,0,1,7,17
full_org/original_1_7.png,full_forg/forgeries_1_18.png,0,1,7,18
full_org/original_1_7.png,full_forg/forgeries_1_19.png,0,1,7,19
full_org/original_1_7.png,full_forg/forgeries_1_20.png,0,1,7,20
full_org/original_1_7.png,full_forg/forgeries_1_21.png,0,1,7,21
full_org/original_1_7.png,full_forg/forgeries_1_22.png,0,1,7,22
full_org/original_1_7.png,full_forg/forgeries_1_23.png,0,1,7,23
full_org/original_1_7.png,full_forg/forgeries_1_24.png,0,1,7,24
full_org/original_1_7.png,full_org/original_1_1.png,1,1,7,1
full_org/original_1_7.png,full_org/original_1_2.png,1,1,7,2
full_org/original_1_7.png,full_org/original_1_3.png,1,1,7,3
full_org/original_1_7.png,full_org/original_1_4.png,1,1,7,4
full_org/original_1_7.png,full_org/original_1_5.png,1,1,7,5
full_org/original_1_7.png,full_org/original_1_6.png,1,1,7,6
full_org/original_1_7.png,full_org/original_1_8.png,1,1,7,8
full_org/original_1_7.png,full_org/original_1_9.png,1,1,7,9
full_org/original_1_7.png,full_org/original_1_10.png,1,1,7,10
full_org/original_1_7.png,full_org/original_1_11.png,1,1,7,11
full_org/original_1_7.png,full_org/original_1_12.png,1,1,7,12
full_org/original_1_7.png,full_org/original_1_13.png,1,1,7,13
full_org/original_1_7.png,full_org/original_1_14.png,1,1,7,14
full_org/original_1_7.png,full_org/original_1_15.png,1,1,7,15
full_org/original_1_7.png,full_org/original_1_16.png,1,1,7,16
full_org/original_1_7.png,full_org/original_1_17.png,1,1,7,17
full_org/original_1_7.png,full_org/original_1_18.png,1,1,7,18
full_org/original_1_7.png,full_org/original_1_19.png,1,1,7,19
full_org/original_1_7.png,full_org/original_1_20.png,1,1,7,20
full_org/original_1_7.png,full_org/original_1_21.png,1,1,7,21
full_org/original_1_7.png,full_org/original_1_22.png,1,1,7,22
full_org/original_1_7.png,full_org/original_1_23.png,1,1,7,23
full_org/original_1_7.png,full_org/original_1_24.png,1,1,7,24
full_org/original_1_8.png,full_forg/forgeries_1_1.png,0,1,8,1
full_org/original_1_8.png,full_forg/forgeries_1_2.png,0,1,8,2
full_org/original_1_8.png,full_forg/forgeries_1_3.png,0,1,8,3
full_org/original_1_8.png,full_forg/forgeries_1_4.png,0,1,8,4
full_org/original_1_8.png,full_forg/forgeries_1_5.png,0,1,8,5
full_org/original_1_8.png,full_forg/forgeries_1_6.png,0,1,8,6
full_org/original_1_8.png,full_forg/forgeries_1_7.png,0,1,8,7
full_org/original_1_8.png,full_forg/forgeries_1_8.png,0,1,8,8
full_org/original_1_8.png,full_forg/forgeries_1_9.png,0,1,8,9
full_org/original_1_8.png,full_forg/forgeries_1_10.png,0,1,8,10
full_org/original_1_8.png,full_forg/forgeries_1_11.png,0,1,8,11
full_org/original_1_8.png,full_forg/forgeries_1_12.png,0,1,8,12
full_org/original_1_8.png,full_forg/forgeries_1_13.png,0,1,8,13
full_org/original_1_8.png,full_forg/forgeries_1_14.png,0,1,8,14
full_org/original_1_8.png,full_forg/forgeries_1_15.png,0,1,8,15
full_org/original_1_8.png,full_forg/forgeries_1_16.png,0,1,8,16
full_org/original_1_8.png,full_forg/forgeries_1_17.png,0,1,8,17
full_org/original_1_8.png,full_forg/forgeries_1_18.png,0,1,8,18
full_org/original_1_8.png,full_forg/forgeries_1_19.png,0,1,8,19
full_org/original_1_8.png,full_forg/forgeries_1_20.png,0,1,8,20
full_org/original_1_8.png,full_forg/forgeries_1_21.png,0,1,8,21
full_org/original_1_8.png,full_forg/forgeries_1_22.png,0,1,8,22
full_org/original_1_8.png,full_forg/forgeries_1_23.png,0,1,8,23
full_org/original_1_8.png,full_forg/forgeries_1_24.png,0,1,8,24
full_org/original_1_8.png,full_org/original_1_1.png,1,1,8,1
full_org/original_1_8.png,full_org/original_1_2.png,1,1,8,2
full_org/original_1_8.png,full_org/original_1_3.png,1,1,8,3
full_org/original_1_8.png,full_org/original_1_4.png,1,1,8,4
full_org/original_1_8.png,full_org/original_1_5.png,1,1,8,5
full_org/original_1_8.png,full_org/original_1_6.png,1,1,8,6
full_org/original_1_8.png,full_org/original_1_7.png,1,1,8,7
full_org/original_1_8.png,full_org/original_1_9.png,1,1,8,9
full_org/original_1_8.png,full_org/original_1_10.png,1,1,8,10
full_org/original_1_8.png,full_org/original_1_11.png,1,1,8,11
full_org/original_1_8.png,full_org/original_1_12.png,1,1,8,12
full_org/original_1_8.png,full_org/original_1_13.png,1,1,8,13
full_org/original_1_8.png,full_org/original_1_14.png,1,1,8,14
full_org/original_1_8.png,full_org/original_1_15.png,1,1,8,15
full_org/original_1_8.png,full_org/original_1_16.png,1,1,8,16
full_org/original_1_8.png,full_org/original_1_17.png,1,1,8,17
full_org/original_1_8.png,full_org/original_1_18.png,1,1,8,18
full_org/original_1_8.png,full_org/original_1_19.png,1,1,8,19
full_org/original_1_8.png,full_org/original_1_20.png,1,1,8,20
full_org/original_1_8.png,full_org/original_1_21.png,1,1,8,21
full_org/original_1_8.png,full_org/original_1_22.png,1,1,8,22
full_org/original_1_8.png,full_org/original_1_23.png,1,1,8,23
full_org/original_1_8.png,full_org/original_1_24.png,1,1,8,24
full_org/original_1_9.png,full_forg/forgeries_1_1.png,0,1,9,1
full_org/original_1_9.png,full_forg/forgeries_1_2.png,0,1,9,2
full_org/original_1_9.png,full_forg/forgeries_1_3.png,0,1,9,3
full_org/original_1_9.png,full_forg/forgeries_1_4.png,0,1,9,4
full_org/original_1_9.png,full_forg/forgeries_1_5.png,0,1,9,5
full_org/original_1_9.png,full_forg/forgeries_1_6.png,0,1,9,6
full_org/original_1_9.png,full_forg/forgeries_1_7.png,0,1,9,7
full_org/original_1_9.png,full_forg/forgeries_1_8.png,0,1,9,8
full_org/original_1_9.png,full_forg/forgeries_1_9.png,0,1,9,9
full_org/original_1_9.png,full_forg/forgeries_1_10.png,0,1,9,10
full_org/original_1_9.png,full_forg/forgeries_1_11.png,0,1,9,11
full_org/original_1_9.png,full_forg/forgeries_1_12.png,0,1,9,12
full_org/original_1_9.png,full_forg/forgeries_1_13.png,0,1,9,13
full_org/original_1_9.png,full_forg/forgeries_1_14.png,0,1,9,14
full_org/original_1_9.png,full_forg/forgeries_1_15.png,0,1,9,15
full_org/original_1_9.png,full_forg/forgeries_1_16.png,0,1,9,16
full_org/original_1_9.png,full_forg/forgeries_1_17.png,0,1,9,17
full_org/original_1_9.png,full_forg/forgeries_1_18.png,0,1,9,18
full_org/original_1_9.png,full_forg/forgeries_1_19.png,0,1,9,19
full_org/original_1_9.png,full_forg/forgeries_1_20.png,0,1,9,20
full_org/original_1_9.png,full_forg/forgeries_1_21.png,0,1,9,21
full_org/original_1_9.png,full_forg/forgeries_1_22.png,0,1,9,22
full_org/original_1_9.png,full_forg/forgeries_1_23.png,0,1,9,23
full_org/original_1_9.png,full_forg/forgeries_1_24.png,0,1,9,24
full_org/original_1_9.png,full_org/original_1_1.png,1,1,9,1
full_org/original_1_9.png,full_org/original_1_2.png,1,1,9,2
full_org/original_1_9.png,full_org/original_1_3.png,1,1,9,3
full_org/original_1_9.png,full_org/original_1_4.png,1,1,9,4
full_org/original_1_9.png,full_org/original_1_5.png,1,1,9,5
full_org/original_1_9.png,full_org/original_1_6.png,1,1,9,6
full_org/original_1_9.png,full_org/original_1_7.png,1,1,9,7
full_org/original_1_9.png,full_org/original_1_8.png,1,1,9,8
